"Story","Title","Result","Date","Stability","Duration (s)"
"yo como usuario del servicio necesito abrir la pagina","abrir pagina - Terrestre - travelocity - con SerintyBDD","SUCCESS","2021-03-28T21:25:17.3168202-05:00[America/Bogota]","0.0","284.44"
