"Story","Title","Result","Date","Stability","Duration (s)"
"yo como usuario del servicio necesito abrir la pagina","abrir pagina - Terrestre - travelocity - con SerintyBDD","ERROR","2021-03-30T17:08:35.1649675-05:00[America/Bogota]","0.0","115.62"
