"Story","Title","Result","Date","Stability","Duration (s)"
"yo como usuario del servicio necesito abrir la pagina","abrir pagina - travelocity - con SerintyBDD","FAILURE","2021-03-22T14:52:10.3961165-05:00[America/Bogota]","0.0","164.21"
